"","BOROUGH","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","SALE.PRICE"
"55634",4,"3347","1340",1930,2,0,2,"359974"
"55637",4,"3349","2033",1930,2,0,2,"539000"
"55638",4,"1445","1800",2004,2,0,2,"350000"
"55642",4,"1775","1780",2003,2,0,2,"250000"
"55654",4,"2145","2606",2004,2,0,2,"221000"
"55655",4,"2145","2606",2004,2,0,2,"301000"
"55656",4,"2145","2606",2004,2,0,2,"301000"
"55657",4,"2145","2606",2004,2,0,2,"379000"
"55658",4,"1634","2080",2004,2,0,2,"350000"
"55660",4,"1983","1400",1931,2,0,2,"275000"
"55664",4,"1488","2520",2006,3,0,3,"360000"
"55666",4,"9375","10000",2004,3,0,3,"350001"
"55670",4,"1833","2880",2004,3,0,3,"399000"
"55671",4,"1833","2880",2004,3,0,3,"220000"
"55672",4,"2157","3078",2006,3,0,3,"360000"
"55675",4,"6296","3844",1920,3,0,3,"285000"
"55677",4,"3896","2080",1950,3,0,3,"525000"
"55682",4,"4855","4327",1910,3,0,3,"9500"
"55683",4,"1468","1680",2006,3,0,3,"888744"
"55684",4,"1968","3444",2005,3,0,3,"550000"
"55685",4,"1455","3444",2005,3,0,3,"585000"
"55686",4,"2211","3444",2005,3,0,3,"342000"
"55691",4,"1718","2760",2004,3,0,3,"450000"
"55692",4,"2141","3180",2004,3,0,3,"388000"
"55693",4,"2141","3180",2004,3,0,3,"741040"
"55694",4,"1574","3000",2004,3,0,3,"512500"
"55695",4,"1568","2520",2005,3,0,3,"512500"
"55698",4,"2246","3519",2003,3,0,3,"368111"
"55699",4,"2246","3519",2003,3,0,3,"335000"
"55700",4,"1266","2475",2003,3,0,3,"444098"
"55777",4,"3178","5400",1931,6,0,6,"650000"
"55780",4,"2765","1800",1934,4,0,4,"280000"
"55796",4,"3946","3760",1931,0,1,1,"968435"
"55797",4,"12112","1601",1995,0,1,1,"2000000"
"55799",4,"15211","12150",1970,0,1,1,"25100"
"55805",4,"6148","2275",1931,0,1,1,"3100000"
"55810",4,"29242","49021",1965,0,1,1,"3000000"
"55831",4,"4542","1000",1950,1,0,1,"860000"
"55876",4,"4847","1101",1950,1,0,1,"645000"
"55977",4,"4493","1539",1955,1,0,1,"399000"
"56001",4,"5158","1343",1925,1,0,1,"620000"
"56053",4,"2482","1620",1960,1,0,1,"750000"
"56063",4,"1785","1020",1940,1,0,1,"720000"
"56070",4,"4347","1368",1950,1,0,1,"949880"
"56078",4,"3424","1056",1955,1,0,1,"735000"
"56118",4,"1927","1560",1999,1,0,1,"725000"
"56129",4,"4158","1050",1950,1,0,1,"700000"
"56135",4,"3895","1072",1955,1,0,1,"850000"
"56136",4,"3895","1072",1955,1,0,1,"780000"
"56140",4,"4752","2334",1925,1,0,1,"975000"
"56158",4,"3268","1508",1960,1,0,1,"860000"
"56175",4,"4352","1248",1930,1,0,1,"700000"
"56182",4,"4757","1527",1950,1,0,1,"700000"
"56186",4,"2317","1190",1930,1,0,1,"700000"
"56187",4,"2375","1190",1930,1,0,1,"703000"
"56190",4,"2365","1680",1950,1,0,1,"805000"
"56200",4,"4387","1260",1930,1,0,1,"817500"
"56203",4,"4242","1776",1940,1,0,1,"945000"
"56211",4,"2542","1700",1935,1,0,1,"880000"
"56223",4,"3535","1734",1925,1,0,1,"38350"
"56224",4,"3535","1710",1925,1,0,1,"970000"
"56236",4,"1875","1196",1920,1,0,1,"767000"
"56245",4,"2699","1156",1965,1,0,1,"225000"
"56247",4,"1875","1156",1965,1,0,1,"829000"
"56251",4,"3183","1356",1950,1,0,1,"920000"
"56254",4,"2538","1653",1935,1,0,1,"790000"
"56255",4,"2561","1653",1935,1,0,1,"830000"
"56258",4,"1975","1429",1955,1,0,1,"840000"
"56259",4,"5225","2613",1920,1,0,1,"750000"
"56267",4,"3567","1000",1950,1,0,1,"999000"
"56268",4,"2496","2520",1950,1,0,1,"915000"
"56273",4,"1476","1683",1940,1,0,1,"866000"
"56277",4,"3675","1116",1920,1,0,1,"905000"
"56282",4,"2242","1190",1955,1,0,1,"820000"
"56303",4,"5442","1944",1935,1,0,1,"880000"
"56323",4,"4352","1936",1910,1,0,1,"900000"
"56336",4,"5251","2052",1935,1,0,1,"790000"
"56347",4,"1512","960",1940,1,0,1,"650000"
"56349",4,"1512","960",1940,1,0,1,"600000"
"56350",4,"1512","960",1940,1,0,1,"538000"
"56358",4,"2475","1296",1955,1,0,1,"585000"
"56362",4,"3125","1360",1930,1,0,1,"875000"
"56370",4,"5142","1182",1945,1,0,1,"989000"
"56372",4,"2175","1777",1940,1,0,1,"850000"
"56374",4,"4595","1320",1930,1,0,1,"950000"
"56379",4,"3139","1528",1910,1,0,1,"970000"
"56396",4,"2543","1260",1940,1,0,1,"820000"
"56419",4,"2254","1280",1930,1,0,1,"740000"
"56452",4,"3923","1560",1925,1,0,1,"999000"
"56457",4,"3967","1335",1910,1,0,1,"780000"
"56461",4,"3923","2472",1915,1,0,1,"925000"
"56475",4,"3322","1388",1935,1,0,1,"300000"
"56476",4,"3943","2440",1955,1,0,1,"882000"
"56479",4,"3147","1368",1930,1,0,1,"885000"
"56506",4,"4617","1584",1935,1,0,1,"810000"
"56547",4,"6548","3155",1950,1,0,1,"500000"
"56575",4,"4386","1170",1950,1,0,1,"900000"
"56594",4,"3325","1256",1940,1,0,1,"800000"
"56640",4,"4458","1530",1945,1,0,1,"875000"
"56649",4,"2185","1056",1960,1,0,1,"727000"
"56650",4,"2185","1120",1960,1,0,1,"675000"
"56651",4,"3368","1196",1940,1,0,1,"750000"
"56652",4,"3368","1196",1940,1,0,1,"620000"
"56653",4,"3645","1196",1940,1,0,1,"801000"
"56656",4,"3828","1056",1955,1,0,1,"920000"
"56657",4,"3828","1152",1955,1,0,1,"870000"
"56658",4,"1566","1188",1950,1,0,1,"702000"
"56660",4,"1967","1995",1950,1,0,1,"680000"
"56670",4,"1764","1938",1945,1,0,1,"706000"
"56677",4,"2417","1056",1950,1,0,1,"778000"
"56689",4,"2718","1872",1945,1,0,1,"963000"
"56692",4,"1948","1520",1935,1,0,1,"960000"
"56702",4,"2156","1697",1940,1,0,1,"925000"
"56704",4,"1854","1620",1950,1,0,1,"735000"
"56734",4,"2942","1683",1950,1,0,1,"900000"
"56750",4,"2725","1296",1960,1,0,1,"770000"
"56774",4,"2288","1820",1958,2,0,2,"880000"
"56777",4,"1938","1292",1920,2,0,2,"558000"
"56779",4,"3135","1632",1920,2,0,2,"950000"
"56781",4,"922","1854",2002,2,0,2,"980000"
"56800",4,"4356","2272",1955,2,0,2,"930000"
"56823",4,"1758","1572",1901,2,0,2,"700000"
"56824",4,"1642","1572",1901,2,0,2,"765000"
"56831",4,"2667","1736",1950,2,0,2,"970000"
"56878",4,"3919","2708",1910,2,0,2,"680000"
"56893",4,"1975","1429",1955,2,0,2,"820500"
"56908",4,"2375","1394",1987,2,0,2,"950000"
"56922",4,"3134","1770",1920,2,0,2,"750000"
"56935",4,"2542","1732",1930,2,0,2,"980000"
"56943",4,"2525","1312",1940,2,0,2,"600000"
"56953",4,"8762","3000",1920,2,0,2,"905000"
"56964",4,"2632","1932",1950,2,0,2,"965000"
"56966",4,"1725","1512",1960,2,0,2,"875000"
"56995",4,"2665","2242",1970,2,0,2,"800000"
"57018",4,"2945","2600",1970,2,0,2,"975000"
"57112",4,"4235","1193",1920,2,0,2,"980000"
"57113",4,"2214","1824",1950,2,0,2,"950000"
"57133",4,"2542","1440",1950,2,0,2,"998000"
"57144",4,"1958","1560",1950,2,0,2,"850000"
"57158",4,"1924","1361",1935,2,0,2,"660000"
"57159",4,"1948","1428",1935,2,0,2,"570000"
"57160",4,"2388","1536",1989,2,0,2,"725000"
"57175",4,"1243","3000",2001,3,0,3,"980000"
"57215",4,"3256","3298",1970,3,0,3,"650000"
"57217",4,"3435","3118",1955,3,0,3,"990000"
"57230",4,"3917","3509",1980,3,0,3,"724000"
"57243",4,"1967","2650",1970,3,0,3,"970000"
"57287",4,"1192","2392",1920,4,0,4,"201746"
"58742",4,"2117","4900",2003,4,1,5,"2730000"
"58792",4,"1378","3446",1984,0,5,5,"2600000"
"58799",4,"1387","2160",1931,0,2,2,"990000"
"58804",4,"1434","3677",1988,0,4,4,"2500000"
"58815",4,"11312","6600",1962,0,2,2,"5100000"
"59129",4,"3427","2180",1955,1,0,1,"900000"
"59132",4,"1571","1496",1960,1,0,1,"678000"
"59135",4,"1746","1485",1945,1,0,1,"700000"
"59141",4,"1865","1080",1955,1,0,1,"515000"
"59144",4,"2564","1224",1960,1,0,1,"625000"
"59155",4,"1742","1782",1945,1,0,1,"664000"
"59156",4,"3536","1626",1950,1,0,1,"785000"
"59160",4,"4539","1424",1950,1,0,1,"700000"
"59162",4,"2567","928",1950,1,0,1,"750000"
"59168",4,"4767","1572",1955,1,0,1,"995000"
"59169",4,"4343","1275",1950,1,0,1,"918000"
"59179",4,"4747","2132",1940,1,0,1,"395000"
"59180",4,"1854","1732",1940,1,0,1,"700000"
"59181",4,"1931","1732",1940,1,0,1,"494571"
"59192",4,"2372","1575",1935,1,0,1,"825000"
"59201",4,"1296","1190",1945,1,0,1,"670000"
"59204",4,"5625","2932",1940,1,0,1,"800000"
"59213",4,"2247","1092",1940,1,0,1,"685000"
"59243",4,"1785","1665",1945,1,0,1,"690000"
"59245",4,"2884","2160",1945,1,0,1,"900000"
"59290",4,"1584","1836",1950,1,0,1,"720000"
"59293",4,"2525","1400",1960,1,0,1,"705000"
"59296",4,"2533","1980",1950,1,0,1,"790000"
"59306",4,"4942","1139",1945,1,0,1,"935000"
"59316",4,"3531","1224",1950,1,0,1,"789500"
"59350",4,"4465","1276",1950,1,0,1,"875000"
"59357",4,"3927","1095",1960,1,0,1,"350000"
"59360",4,"4624","1089",1960,1,0,1,"650000"
"59361",4,"4624","1089",1960,1,0,1,"650000"
"59378",4,"4291","2401",1960,1,0,1,"910000"
"59381",4,"4331","1372",1955,1,0,1,"795000"
"59402",4,"2496","1260",1955,1,0,1,"715000"
"59403",4,"2432","1190",1930,1,0,1,"585000"
"59404",4,"2432","1190",1930,1,0,1,"410000"
"59405",4,"4414","1170",1965,1,0,1,"800000"
"59414",4,"2417","1376",1950,1,0,1,"805000"
"59426",4,"1884","1260",1935,1,0,1,"692000"
"59435",4,"3895","1564",1955,1,0,1,"866000"
"59438",4,"4166","1120",1950,1,0,1,"725000"
"59439",4,"3895","1792",1950,1,0,1,"995000"
"59440",4,"3895","1120",1950,1,0,1,"808500"
"59442",4,"3895","2052",1945,1,0,1,"875000"
"59443",4,"3895","1283",1945,1,0,1,"865000"
"59449",4,"4964","2026",1955,1,0,1,"990000"
"59462",4,"1862","1928",1945,2,0,2,"850000"
"59464",4,"3283","1628",1925,2,0,2,"998000"
"59467",4,"1775","1965",1945,2,0,2,"700000"
"59475",4,"2231","1932",1940,2,0,2,"950000"
"59480",4,"3585","2410",1940,2,0,2,"915000"
"59489",4,"1768","1782",1970,2,0,2,"680000"
"59494",4,"2517","1728",1925,2,0,2,"900000"
"59526",4,"1748","1575",1999,2,0,2,"950000"
"59550",4,"2795","1848",1940,2,0,2,"200000"
"59552",4,"2375","1880",1950,2,0,2,"760000"
"59556",4,"2856","1848",1955,2,0,2,"750000"
"59638",4,"3644","3000",1952,4,0,4,"949000"
"59990",4,"1443","1384",1995,0,1,1,"618750"
"60040",4,"1995","1506",1950,1,0,1,"690000"
"60045",4,"1351","1200",1940,1,0,1,"730000"
"60053",4,"2496","1408",1950,1,0,1,"720000"
"60056",4,"2983","2213",1940,1,0,1,"975000"
"60069",4,"3829","2700",1950,1,0,1,"950000"
"60071",4,"2542","1360",1940,1,0,1,"995000"
"60097",4,"4275","1328",1925,1,0,1,"720000"
"60098",4,"2237","1881",1960,1,0,1,"660000"
"60099",4,"2277","1881",1960,1,0,1,"475000"
"60143",4,"2633","1568",1930,1,0,1,"760000"
"60145",4,"2367","1310",1930,1,0,1,"885000"
"60146",4,"2367","1320",1930,1,0,1,"730000"
"60147",4,"2367","1315",1930,1,0,1,"942000"
"60148",4,"2367","1315",1930,1,0,1,"630000"
"60152",4,"2342","1350",1930,1,0,1,"650000"
"60153",4,"2342","1350",1930,1,0,1,"755750"
"60165",4,"2112","1600",1930,1,0,1,"995000"
"60179",4,"8194","3996",1920,1,0,1,"665000"
"60181",4,"2846","1200",1925,1,0,1,"752000"
"60205",4,"9695","3737",1940,1,0,1,"2831000"
"60225",4,"4767","2111",1935,1,0,1,"2100000"
"60226",4,"4767","2111",1935,1,0,1,"2500"
"60231",4,"6632","1488",1925,1,0,1,"999500"
"60233",4,"6812","2939",1920,1,0,1,"2375000"
"60234",4,"8287","2850",1930,1,0,1,"2399999"
"60237",4,"5582","2426",1920,1,0,1,"461025"
"60241",4,"7975","4782",1920,1,0,1,"2500000"
"60250",4,"4863","2676",1910,1,1,2,"990000"
"60255",4,"1963","949",1935,2,0,2,"650000"
"60305",4,"4576","2560",1970,3,0,3,"375000"
"60307",4,"1638","2394",1970,3,0,3,"325000"
"60473",4,"91985","273771",1950,291,4,295,"235000"
"60474",4,"91985","273771",1950,291,4,295,"235000"
"61089",4,"2625","3200",1935,0,4,4,"3300000"
"61127",4,"2236","896",1950,1,0,1,"699000"
"61128",4,"2236","896",1950,1,0,1,"638000"
"61130",4,"5364","1256",1940,1,0,1,"950000"
"61148",4,"1671","1828",1945,1,0,1,"675000"
"61196",4,"4773","1604",1945,1,0,1,"815000"
"61221",4,"2916","1848",1955,2,0,2,"950000"
"61222",4,"2876","1848",1955,2,0,2,"999000"
"61224",4,"2897","1848",1955,2,0,2,"950000"
"61225",4,"3533","1848",1950,2,0,2,"730000"
"61259",4,"9545","1114",1975,1,0,1,"890000"
"61263",4,"7729","1188",1955,1,0,1,"800000"
"61265",4,"5925","1308",1955,1,0,1,"760000"
"61292",4,"5942","1031",1950,1,0,1,"670000"
"61293",4,"4542","1195",1950,1,0,1,"615000"
"61294",4,"5125","1195",1950,1,0,1,"543000"
"61311",4,"6756","3076",1975,3,0,3,"873000"
"61636",4,"1924","1246",1940,1,0,1,"688000"
"61647",4,"3776","664",1910,1,0,1,"200000"
"61648",4,"2375","1155",1910,1,0,1,"655000"
"61678",4,"2323","1684",1920,1,0,1,"630000"
"61679",4,"2812","1622",1925,1,0,1,"609800"
"61688",4,"2432","1296",1910,1,0,1,"595000"
"61703",4,"1957","1216",1920,1,0,1,"670000"
"61710",4,"2458","1406",1930,1,0,1,"620000"
"61716",4,"2765","3018",1940,1,0,1,"800000"
"61728",4,"2185","1344",1935,1,0,1,"710000"
"61732",4,"2367","1216",1930,1,0,1,"690000"
"61742",4,"2925","946",1945,1,0,1,"798000"
"61746",4,"1948","2280",1910,2,0,2,"680000"
"61750",4,"1948","2280",1910,2,0,2,"585000"
"61753",4,"2742","1299",1920,2,0,2,"715000"
"61756",4,"1641","3744",1935,2,1,3,"715000"
"61759",4,"2442","2260",1925,2,0,2,"999000"
"61764",4,"1542","1640",1930,2,0,2,"536108"
"61768",4,"1382","1910",1920,2,0,2,"600000"
"61776",4,"1924","1296",1925,2,0,2,"565000"
"61777",4,"1924","1296",1925,2,0,2,"610000"
"61779",4,"2425","1688",1925,2,0,2,"615000"
"61780",4,"2425","1688",1925,2,0,2,"770000"
"61781",4,"2425","1688",1925,2,0,2,"880000"
"61784",4,"1916","1680",1930,2,0,2,"902000"
"61793",4,"4265","2985",1925,2,0,2,"915000"
"61795",4,"2367","2440",1925,2,0,2,"715000"
"61807",4,"1765","1920",1901,2,0,2,"865000"
"61809",4,"2375","1680",1920,2,0,2,"796500"
"61820",4,"1925","1788",1920,2,0,2,"835000"
"61832",4,"1998","1056",1935,2,0,2,"225000"
"61835",4,"2523","1344",1925,2,0,2,"380000"
"61839",4,"2342","2280",1910,2,0,2,"82000"
"61848",4,"2353","2110",1910,2,0,2,"284000"
"61849",4,"2353","2110",1910,2,0,2,"710000"
"61860",4,"2174","1712",1930,2,0,2,"625000"
"61861",4,"2177","1712",1930,2,0,2,"603000"
"61868",4,"2413","2280",1910,2,0,2,"975000"
"61870",4,"1567","2836",1920,2,0,2,"715000"
"61878",4,"2158","1170",1920,2,0,2,"639000"
"61891",4,"2342","2440",1930,2,0,2,"779000"
"61894",4,"2342","2440",1930,2,0,2,"780000"
"61898",4,"2993","1781",1945,2,0,2,"725000"
"61901",4,"2767","1636",1930,2,0,2,"700000"
"61902",4,"2767","1820",1930,2,0,2,"615000"
"61905",4,"2442","2484",1930,2,0,2,"890000"
"61914",4,"2725","1760",1945,2,0,2,"810000"
"61928",4,"3367","3100",1965,3,0,3,"950000"
"61935",4,"1917","1824",1920,3,0,3,"670000"
"61940",4,"2838","1764",1955,3,0,3,"878000"
"61945",4,"2619","2420",1940,3,0,3,"585000"
"61967",4,"2375","3150",1931,4,0,4,"950000"
"61970",4,"2423","3000",1931,4,0,4,"730000"
"62066",4,"2443","2131",1920,1,0,1,"509000"
"62069",4,"2113","1340",2006,1,0,1,"429000"
"62070",4,"1948","555",1940,1,0,1,"245000"
"62071",4,"2435","896",1955,1,0,1,"400000"
"62077",4,"1837","1429",1964,1,0,1,"345000"
"62095",4,"2754","3681",2005,2,0,2,"670000"
"62096",4,"2184","3152",2005,2,0,2,"615000"
"62097",4,"2133","3136",2005,2,0,2,"260000"
"62099",4,"2492","2109",1920,2,0,2,"494500"
"62101",4,"4242","1591",1910,2,0,2,"309298"
"62103",4,"2734","1404",1920,2,0,2,"376000"
"62104",4,"2442","1512",1920,2,0,2,"400000"
"62108",4,"2833","2668",2003,2,0,2,"740000"
"62110",4,"4829","1933",1920,2,0,2,"554946"
"62112",4,"2133","2730",2002,2,0,2,"370110"
"62118",4,"2726","2628",1915,3,0,3,"650000"
"62157",4,"2442","1296",1920,1,0,1,"510000"
"62161",4,"2442","1320",1920,1,0,1,"545000"
"62163",4,"1956","1280",1935,1,0,1,"620000"
"62172",4,"2325","1248",1920,1,0,1,"715000"
"62180",4,"2184","1160",1930,1,0,1,"647000"
"62181",4,"2184","960",1930,1,0,1,"582000"
"62187",4,"2414","1640",1925,1,0,1,"685000"
"62188",4,"4446","1450",1935,1,0,1,"743000"
"62198",4,"1725","1729",1950,2,0,2,"600000"
"62297",4,"2375","1216",1925,1,0,1,"306000"
"62299",4,"1656","1683",1955,1,0,1,"510000"
"62308",4,"1942","1184",1925,1,0,1,"445500"
"62317",4,"2542","1648",1925,1,0,1,"494000"
"62318",4,"2542","1648",1925,1,0,1,"430000"
"62323",4,"2774","1804",1925,1,1,2,"625000"
"62335",4,"2658","1694",1935,1,0,1,"425000"
"62345",4,"3448","968",1940,1,0,1,"375000"
"62364",4,"7531","2334",1925,1,0,1,"275000"
"62371",4,"3159","1201",1925,1,0,1,"460000"
"62378",4,"15625","2484",1920,1,0,1,"625000"
"62383",4,"2625","1656",1925,1,0,1,"395460"
"62384",4,"4258","1400",1925,1,0,1,"520000"
"62396",4,"3125","1632",1950,1,0,1,"470000"
"62413",4,"2442","1267",1920,1,0,1,"262000"
"62434",4,"1919","2200",1931,1,1,2,"499000"
"62450",4,"2955","1800",1940,1,0,1,"217000"
"62453",4,"3873","1664",1930,1,0,1,"440000"
"62469",4,"4465","1730",1925,1,0,1,"228000"
"62473",4,"2825","1800",1940,1,0,1,"570000"
"62496",4,"3875","1456",1920,1,0,1,"250000"
"62497",4,"6148","1404",1920,1,0,1,"435000"
"62498",4,"6148","1404",1920,1,0,1,"370000"
"62500",4,"3379","1304",1925,1,0,1,"460000"
"62521",4,"3168","1576",1920,1,0,1,"410000"
"62529",4,"5742","1102",1930,1,0,1,"488000"
"62547",4,"4116","2010",1930,1,0,1,"250000"
"62549",4,"4116","2010",1930,1,0,1,"25000"
"62552",4,"3768","1440",1930,1,0,1,"510000"
"62556",4,"3542","1400",1925,1,0,1,"379634"
"62560",4,"3994","1968",1940,1,0,1,"600000"
"62567",4,"3242","2078",1935,1,0,1,"365040"
"62587",4,"3325","1480",1920,1,0,1,"550000"
"62650",4,"2727","1920",1920,2,0,2,"469200"
"62660",4,"1724","2520",1931,2,1,3,"500000"
"62680",4,"2842","2050",1920,2,0,2,"715000"
"62682",4,"3379","1520",1925,2,0,2,"425000"
"62694",4,"3417","1848",1925,2,0,2,"740000"
"62700",4,"3242","1854",1935,2,0,2,"371000"
"62712",4,"1848","1344",1940,3,0,3,"650000"
"62715",4,"2724","3487",2005,3,0,3,"812000"
"62716",4,"2248","3294",2005,3,0,3,"968000"
"62720",4,"3648","1777",1925,3,0,3,"720000"
"62721",4,"3648","1777",1925,3,0,3,"440000"
"62736",4,"1735","2200",1931,4,0,4,"90000"
"62750",4,"22726","7200",1931,0,2,2,"3800000"
"62780",4,"4725","1696",1955,1,0,1,"725000"
"62782",4,"8136","1960",1945,1,0,1,"994000"
"62783",4,"7394","1832",1940,1,0,1,"995000"
"62784",4,"4317","1612",1940,1,0,1,"936000"
"62794",4,"4941","1294",1945,1,0,1,"883000"
"62831",4,"4182","2059",1940,1,0,1,"950000"
"62839",4,"15333","1766",1930,1,0,1,"900000"
"62841",4,"5158","1625",1935,1,0,1,"850000"
"62842",4,"6979","3281",1945,1,0,1,"950000"
"62843",4,"5875","1136",1945,1,0,1,"910000"
"62849",4,"8342","1265",1945,1,0,1,"870000"
"62851",4,"2459","2429",1960,1,0,1,"840000"
"62860",4,"6123","1400",1925,1,0,1,"770000"
"62861",4,"6133","2051",1945,1,0,1,"900215"
"62864",4,"7521","2148",1920,1,0,1,"980000"
"62873",4,"9672","2349",1960,1,0,1,"999000"
"62879",4,"6275","2420",1915,1,0,1,"810000"
"62950",4,"25224","18786",2000,0,1,1,"9150000"
"62965",4,"7263","3375",1950,1,0,1,"950000"
"62966",4,"3984","960",1950,1,0,1,"20000"
"63005",4,"4387","2496",1965,1,0,1,"845000"
"63020",4,"4387","1977",1965,1,0,1,"602000"
"63036",4,"4542","2100",1965,1,0,1,"685000"
"63051",4,"3842","2244",1960,1,0,1,"740000"
"63136",4,"2945","980",1910,1,0,1,"201002"
"63142",4,"1725","622",1920,1,0,1,"371480"
"63143",4,"816","840",1930,1,0,1,"351400"
"63173",4,"3392","2392",1960,2,0,2,"655500"
"63175",4,"3424","2392",1960,2,0,2,"709500"
"63185",4,"3258","1888",1960,2,0,2,"545000"
"63186",4,"3275","3388",1970,2,0,2,"712000"
"63189",4,"3399","2392",1965,2,0,2,"832000"
"63190",4,"3399","2392",1965,2,0,2,"520000"
"63195",4,"2133","2184",2004,2,0,2,"745000"
"63197",4,"4142","2296",1955,2,0,2,"338000"
"63224",4,"8284","3015",1950,2,0,2,"958000"
"63255",4,"4896","3000",2003,2,0,2,"717000"
"63256",4,"3785","2400",2003,2,0,2,"745000"
"63257",4,"3734","2400",2003,2,0,2,"660000"
"63258",4,"3676","2132",2006,2,0,2,"450000"
"63266",4,"3388","3364",1975,3,0,3,"780000"
"63267",4,"3388","3364",1975,3,0,3,"780000"
"63269",4,"3163","3648",2001,3,0,3,"957000"
"63271",4,"3557","3744",1970,3,0,3,"680000"
"63330",4,"3423","3978",1978,4,0,4,"745000"
"63544",4,"5362","2370",1950,1,0,1,"995000"
"63559",4,"2142","1756",1950,1,0,1,"460000"
"63560",4,"1693","1401",1950,1,0,1,"535000"
"63577",4,"1867","1890",1950,1,0,1,"865000"
"63684",4,"2585","1900",1950,2,0,2,"770000"
"63686",4,"2838","3034",2010,2,0,2,"900000"
"63690",4,"2517","1500",1950,2,0,2,"539000"
"63694",4,"2878","1224",1940,2,0,2,"815000"
"63697",4,"2718","1860",2005,2,0,2,"350000"
"63698",4,"2318","1323",1950,2,0,2,"693000"
"63699",4,"1626","1579",1950,2,0,2,"533500"
"63736",4,"1842","1224",1935,2,0,2,"795000"
"63749",4,"2159","1450",1950,2,0,2,"815000"
"63751",4,"2342","1790",1925,2,0,2,"400000"
"63755",4,"2342","1656",1930,2,0,2,"750000"
"63756",4,"4125","1620",1920,2,0,2,"565000"
"63758",4,"2658","2200",1935,2,0,2,"880000"
"63759",4,"2225","1372",1935,2,0,2,"495000"
"63761",4,"2258","1480",1935,2,0,2,"825000"
"63771",4,"1881","1710",1940,2,0,2,"725000"
"63780",4,"2375","1600",1935,2,0,2,"600000"
"63784",4,"2442","2176",1925,2,0,2,"725000"
"63790",4,"2358","2152",1930,2,0,2,"860000"
"63793",4,"2358","2200",1930,2,0,2,"258334"
"63798",4,"1967","2682",1960,2,0,2,"885000"
"63813",4,"2242","1865",1920,2,0,2,"860000"
"63818",4,"2875","2300",1924,2,1,2,"999999"
"63825",4,"2333","2587",1955,3,0,3,"950000"
"63841",4,"2781","2920",1960,3,0,3,"915000"
"63844",4,"1875","3450",1970,3,0,3,"990000"
"63849",4,"4271","2176",1989,3,0,3,"510000"
"63853",4,"1829","2422",1960,3,0,3,"850000"
"63869",4,"2242","2650",1960,3,0,3,"55000"
"63872",4,"1967","2650",1960,3,0,3,"999000"
"63873",4,"1967","2650",1960,3,0,3,"700000"
"63879",4,"2867","2517",1940,3,0,3,"970000"
"63888",4,"1942","2132",1930,3,0,3,"800000"
"64511",4,"4786","2990",1935,0,1,1,"200000"
"64512",4,"9613","6912",1931,0,1,1,"2800000"
"64517",4,"8471","15486",1928,2,25,27,"4000000"
"64542",4,"2828","1398",1920,1,0,1,"450000"
"64557",4,"1575","1170",1915,1,0,1,"380000"
"64559",4,"1275","1444",1915,1,0,1,"20"
"64560",4,"1275","1444",1915,1,0,1,"20"
"64568",4,"4175","1662",1935,1,0,1,"550000"
"64570",4,"1942","1272",1935,1,0,1,"410000"
"64573",4,"3855","2910",1920,2,0,2,"5700000"
"64583",4,"2352","2332",1910,2,0,2,"495000"
"64585",4,"2352","2332",1910,2,0,2,"400000"
"64586",4,"2352","2332",1910,2,0,2,"694021"
"64599",4,"2131","1600",1920,2,0,2,"382000"
"64619",4,"3762","2449",1920,2,0,2,"340000"
"64620",4,"5775","1706",1920,2,0,2,"275000"
"64625",4,"3312","2133",1935,2,0,2,"558000"
"64631",4,"3253","1338",1920,2,0,2,"625000"
"64638",4,"1875","1715",1920,2,0,2,"365000"
"64640",4,"1942","1272",1935,2,0,2,"385000"
"64642",4,"1425","1580",1945,2,0,2,"380000"
"64643",4,"2528","1500",1945,2,0,2,"316000"
"64652",4,"4685","3600",2010,3,0,3,"760000"
"64681",4,"2361","2008",1920,7,0,7,"500"
"64684",4,"17776","27950",1928,36,0,36,"9000000"
"64775",4,"1463","2394",1931,2,2,4,"860000"
"64785",4,"5271","13712",1949,0,2,2,"9229853"
"64796",4,"2369","2394",1931,0,2,2,"875000"
"64821",4,"5465","1500",1931,0,6,6,"405000"
"64822",4,"11538","11000",1980,0,1,1,"3500000"
"64834",4,"1936","3032",1968,0,1,1,"950000"
"64852",4,"1876","1176",1899,1,0,1,"339000"
"64872",4,"3627","1650",1935,1,0,1,"950000"
"64904",4,"5296","1471",1935,1,0,1,"650000"
"64933",4,"6423","2162",1930,1,0,1,"650000"
"64980",4,"5356","1683",1945,1,0,1,"831000"
"65024",4,"2275","1280",1920,1,0,1,"450000"
"65027",4,"1942","1216",1945,1,0,1,"600000"
"65028",4,"1917","1216",1945,1,0,1,"600000"
"65031",4,"2758","1249",1935,1,0,1,"685000"
"65033",4,"2544","1741",1930,1,0,1,"730000"
"65046",4,"1938","1216",1930,1,0,1,"630000"
